epoch,best,second best,third best,fourth best,fifth best
0,0.5368531102979613,0.5358076319916362,0.534762153685311,0.5313643491897543,0.5279665446941976
1,0.5334553058024046,0.5243073706220596,0.509147935180345,0.509147935180345,0.509147935180345
2,0.5386826973340303,0.5316257187663356,0.5162049137480397,0.5156821745948772,0.5107161526398327
3,0.5271824359644537,0.5258755880815473,0.516466283324621,0.5104547830632514,0.509147935180345
4,0.53659174072138,0.5345007841087297,0.5337166753789859,0.5263983272347099,0.5214323052796654
5,0.5441714584422374,0.5284892838473602,0.509147935180345,0.509147935180345,0.509147935180345
6,0.5392054364871929,0.5190799790904339,0.509147935180345,0.509147935180345,0.509147935180345
7,0.5305802404600104,0.509147935180345,0.509147935180345,0.509147935180345,0.509147935180345
8,0.5240460010454783,0.523784631468897,0.5232618923157345,0.5154208050182959,0.5135912179822268
9,0.6458442237323575,0.5230005227391532,0.5185572399372713,0.5135912179822268,0.5094093047569263
10,0.5248301097752222,0.5227391531625719,0.5203868269733403,0.509147935180345,0.509147935180345
11,0.5964453737584945,0.5423418714061683,0.5216936748562467,0.5154208050182959,0.510977522216414
12,0.5967067433350758,0.5305802404600104,0.5235232618923157,0.5196027182435965,0.509147935180345
13,0.5838996340825928,0.5394668060637742,0.538421327757449,0.5381599581808677,0.5355462624150549
14,0.5389440669106116,0.53659174072138,0.5261369576581286,0.5196027182435965,0.5190799790904339
15,0.545739675901725,0.5392054364871929,0.5303188708834292,0.5232618923157345,0.5196027182435965
16,0.5446941975953999,0.5271824359644537,0.509147935180345,0.509147935180345,0.509147935180345
17,0.5363303711447988,0.5094093047569263,0.509147935180345,0.509147935180345,0.509147935180345
18,0.5412963930998432,0.5230005227391532,0.509147935180345,0.509147935180345,0.509147935180345
19,0.534762153685311,0.5334553058024046,0.5235232618923157,0.509147935180345,0.509147935180345
20,0.5303188708834292,0.5282279142707789,0.5271824359644537,0.5258755880815473,0.5258755880815473
21,0.5334553058024046,0.532932566649242,0.509147935180345,0.509147935180345,0.509147935180345
22,0.5436487192890748,0.529273392577104,0.516466283324621,0.509147935180345,0.509147935180345
23,0.5308416100365917,0.509147935180345,0.509147935180345,0.509147935180345,0.5078410872974386
24,0.5412963930998432,0.5245687401986409,0.5156821745948772,0.5115002613695766,0.510977522216414
25,0.578672242550967,0.5373758494511239,0.5245687401986409,0.509147935180345,0.509147935180345
26,0.5358076319916362,0.5337166753789859,0.525614218504966,0.5235232618923157,0.509147935180345
27,0.5326711970726608,0.5318870883429169,0.527443805541035,0.5209095661265029,0.520125457396759
28,0.5410350235232619,0.5297961317302666,0.5266596968112912,0.5227391531625719,0.5193413486670152
29,0.5428646105593309,0.5371144798745426,0.5167276529012023,0.5094093047569263,0.509147935180345
30,0.5345007841087297,0.5300575013068479,0.516466283324621,0.509147935180345,0.509147935180345
31,0.5248301097752222,0.5222164140094093,0.5141139571353894,0.5120230005227392,0.509147935180345
32,0.5295347621536853,0.5287506534239415,0.5271824359644537,0.5263983272347099,0.514636696288552
33,0.5352848928384736,0.5198640878201777,0.5159435441714585,0.5156821745948772,0.509147935180345
34,0.5342394145321484,0.5258755880815473,0.5258755880815473,0.521955044432828,0.5214323052796654
35,0.5831155253528489,0.509147935180345,0.509147935180345,0.509147935180345,0.509147935180345
36,0.6630946157867225,0.5331939362258233,0.5324098274960795,0.5263983272347099,0.5190799790904339
37,0.5444328280188186,0.5269210663878725,0.5151594354417146,0.5133298484056456,0.5117616309461579
38,0.5313643491897543,0.5303188708834292,0.509147935180345,0.509147935180345,0.509147935180345
39,0.5791949817041296,0.5206481965499216,0.5190799790904339,0.514636696288552,0.5099320439100888
40,0.5368531102979613,0.534762153685311,0.5339780449555672,0.5253528489283847,0.51829587036069
41,0.5350235232618923,0.531102979613173,0.5196027182435965,0.5196027182435965,0.509147935180345
42,0.527443805541035,0.5245687401986409,0.5133298484056456,0.509147935180345,0.509147935180345
43,0.5632514375326712,0.5305802404600104,0.5279665446941976,0.5240460010454783,0.5190799790904339
44,0.5211709357030841,0.5198640878201777,0.5167276529012023,0.5143753267119707,0.5117616309461579
45,0.5287506534239415,0.5266596968112912,0.5248301097752222,0.5203868269733403,0.5185572399372713
46,0.5407736539466806,0.5248301097752222,0.5169890224777836,0.5154208050182959,0.5101934134866701
47,0.5616832200731835,0.5261369576581286,0.5235232618923157,0.5206481965499216,0.5188186095138526
48,0.516466283324621,0.5154208050182959,0.5120230005227392,0.509147935180345,0.509147935180345
49,0.5271824359644537,0.5230005227391532,0.5193413486670152,0.5154208050182959,0.509147935180345
50,0.5334553058024046,0.5224777835859906,0.5198640878201777,0.5159435441714585,0.5138525875588081
51,0.6024568740198641,0.5478306325143754,0.5397281756403555,0.5188186095138526,0.5172503920543648
52,0.6322530057501307,0.6236278097229483,0.5449555671719812,0.5439100888656561,0.5410350235232619
53,0.5334553058024046,0.5117616309461579,0.509147935180345,0.509147935180345,0.509147935180345
54,0.606116048092002,0.521955044432828,0.5198640878201777,0.510977522216414,0.509147935180345
55,0.5290120230005227,0.5277051751176163,0.5245687401986409,0.5175117616309461,0.5162049137480397
