epoch,best,second best,third best,fourth best,fifth best
0,0.9931129476584022,0.987603305785124,0.987603305785124,0.9862258953168044,0.9862258953168044
1,0.9958677685950413,0.9958677685950413,0.987603305785124,0.9820936639118457,0.9793388429752066
2,0.9958677685950413,0.9944903581267218,0.987603305785124,0.9862258953168044,0.9807162534435262
3,0.9972451790633609,0.9944903581267218,0.9931129476584022,0.9931129476584022,0.9917355371900827
4,0.9986225895316805,0.9972451790633609,0.9972451790633609,0.9944903581267218,0.9944903581267218
5,1.0,0.9986225895316805,0.9986225895316805,0.9972451790633609,0.9972451790633609
6,1.0,0.9986225895316805,0.9986225895316805,0.9972451790633609,0.9972451790633609
7,0.9931129476584022,0.9917355371900827,0.9917355371900827,0.990358126721763,0.9889807162534435
8,1.0,0.9931129476584022,0.990358126721763,0.9820936639118457,0.9807162534435262
9,0.9972451790633609,0.9931129476584022,0.990358126721763,0.987603305785124,0.9848484848484849
10,1.0,0.9944903581267218,0.9917355371900827,0.990358126721763,0.987603305785124
11,0.9931129476584022,0.9917355371900827,0.9917355371900827,0.990358126721763,0.9889807162534435
12,0.9944903581267218,0.9931129476584022,0.9931129476584022,0.9848484848484849,0.9765840220385675
13,0.9972451790633609,0.9944903581267218,0.9931129476584022,0.9917355371900827,0.987603305785124
14,0.9958677685950413,0.9931129476584022,0.990358126721763,0.987603305785124,0.9834710743801653
15,0.9944903581267218,0.9931129476584022,0.9931129476584022,0.9931129476584022,0.990358126721763
16,0.9986225895316805,0.9972451790633609,0.9972451790633609,0.9931129476584022,0.9931129476584022
17,1.0,0.990358126721763,0.987603305785124,0.9862258953168044,0.9820936639118457
18,0.9986225895316805,0.9958677685950413,0.9944903581267218,0.9931129476584022,0.987603305785124
19,0.9986225895316805,0.9931129476584022,0.9931129476584022,0.990358126721763,0.9807162534435262
20,1.0,0.9944903581267218,0.9931129476584022,0.990358126721763,0.9848484848484849
21,1.0,0.9958677685950413,0.9889807162534435,0.9889807162534435,0.9848484848484849
22,0.9972451790633609,0.9958677685950413,0.9917355371900827,0.9848484848484849,0.977961432506887
23,0.9944903581267218,0.9917355371900827,0.9917355371900827,0.9862258953168044,0.9862258953168044
24,0.9931129476584022,0.990358126721763,0.9862258953168044,0.9862258953168044,0.9820936639118457
25,1.0,0.9986225895316805,0.9972451790633609,0.9958677685950413,0.9917355371900827
26,0.9986225895316805,0.9986225895316805,0.9972451790633609,0.9958677685950413,0.9958677685950413
