epoch,best,second best,third best,fourth best,fifth best
0,0.9589951976357591,0.9338751385297377,0.930550424824529,0.9179903952715183,0.9172515700036942
1,0.9268562984854082,0.9179903952715183,0.91651274473587,0.9135574436645734,0.9128186183967492
2,0.9545622460288142,0.9475434059844847,0.9449575175471001,0.9423716291097155,0.9301810121906169
3,0.9405245659401551,0.9357222016992981,0.9331363132619136,0.9279645363871445,0.9224233468784633
4,0.95382342076099,0.9331363132619136,0.9316586627262652,0.9106021425932767,0.9098633173254526
5,0.9323974879940894,0.9231621721462874,0.9098633173254526,0.9087550794237162,0.8973032877724418
6,0.9283339490210565,0.9261174732175841,0.9179903952715183,0.9131880310306613,0.8987809383080901
7,0.9508681196896934,0.9290727742888807,0.9246398226819357,0.920945696342815,0.9124492057628371
8,0.9423716291097155,0.9335057258958256,0.9275951237532324,0.9235315847801995,0.91651274473587
9,0.9279645363871445,0.9224233468784633,0.9194680458071666,0.9128186183967492,0.9087550794237162
10,0.9309198374584411,0.9272257111193203,0.9102327299593647,0.9065386036202439,0.898411525674178
11,0.921315108976727,0.9194680458071666,0.9172515700036942,0.9054303657185075,0.9046915404506835
12,0.9468045807166605,0.9438492796453639,0.9420022164758035,0.9323974879940894,0.9287033616549686
