timestamp,open,high,low,close,volume
2018-02-02 16:00:00,106.6700,106.6800,106.4700,106.5200,154644
2018-02-02 15:59:00,106.6400,106.6900,106.6200,106.6550,8409
2018-02-02 15:58:00,106.6300,106.6800,106.6200,106.6700,6433
2018-02-02 15:57:00,106.6600,106.6600,106.5800,106.6500,5590
2018-02-02 15:56:00,106.6500,106.6900,106.6200,106.6200,3744
2018-02-02 15:55:00,106.6900,106.7000,106.6500,106.6700,4336
2018-02-02 15:54:00,106.7300,106.7500,106.6700,106.6900,2326
2018-02-02 15:53:00,106.7400,106.7500,106.6300,106.7100,7460
2018-02-02 15:52:00,106.7450,106.7500,106.7100,106.7100,3126
2018-02-02 15:51:00,106.7000,106.8400,106.7000,106.7400,4213
2018-02-02 15:50:00,106.8100,106.8800,106.6600,106.7400,7209
2018-02-02 15:49:00,106.9200,106.9200,106.7500,106.8000,4700
2018-02-02 15:48:00,106.9500,106.9750,106.9000,106.9000,2180
2018-02-02 15:47:00,106.9200,106.9990,106.9200,106.9500,4333
2018-02-02 15:46:00,106.8750,106.8900,106.7800,106.8900,6594
2018-02-02 15:45:00,106.9100,106.9499,106.8600,106.8900,3600
2018-02-02 15:44:00,106.9290,106.9500,106.8500,106.8806,3220
2018-02-02 15:43:00,106.9000,106.9400,106.8700,106.9100,2134
2018-02-02 15:42:00,106.9400,106.9700,106.8900,106.8900,2500
2018-02-02 15:41:00,107.1100,107.1400,106.9700,106.9700,3100
2018-02-02 15:40:00,107.0950,107.1900,107.0950,107.1200,1817
2018-02-02 15:39:00,106.9200,107.0900,106.9200,107.0800,2697
2018-02-02 15:38:00,107.0000,107.0000,106.9450,106.9500,2050
2018-02-02 15:37:00,107.0600,107.0600,106.9900,107.0000,600
2018-02-02 15:36:00,106.9600,107.0700,106.9100,107.0600,5122
2018-02-02 15:35:00,107.0700,107.0700,106.9600,107.0050,900
2018-02-02 15:34:00,106.9656,107.0900,106.9656,107.0350,3750
2018-02-02 15:33:00,106.9300,106.9700,106.9100,106.9600,2409
2018-02-02 15:32:00,106.9300,106.9500,106.9000,106.9300,2000
2018-02-02 15:31:00,107.0500,107.0500,106.9200,106.9500,3920
2018-02-02 15:30:00,107.1650,107.1650,107.0500,107.0500,1400
2018-02-02 15:29:00,107.1600,107.2100,107.1500,107.2000,1500
2018-02-02 15:28:00,107.2100,107.2100,107.1500,107.1600,600
2018-02-02 15:27:00,107.2500,107.2600,107.2400,107.2500,800
2018-02-02 15:26:00,107.2900,107.3400,107.2500,107.2500,1700
2018-02-02 15:25:00,107.2900,107.2900,107.2100,107.2100,1081
2018-02-02 15:24:00,107.2750,107.3200,107.2200,107.2500,600
2018-02-02 15:23:00,107.2900,107.3300,107.2800,107.3000,1800
2018-02-02 15:22:00,107.3100,107.3100,107.2600,107.2600,500
