timestamp,open,high,low,close,volume
2018-02-02 16:00:00,155.1700,155.2100,155.0100,155.0200,39576
2018-02-02 15:59:00,155.2900,155.2900,155.1700,155.1800,20484
2018-02-02 15:58:00,155.4600,155.4800,155.2800,155.2900,11076
2018-02-02 15:57:00,155.4950,155.4950,155.4300,155.4600,11806
2018-02-02 15:56:00,155.5200,155.5400,155.4700,155.4986,4814
2018-02-02 15:55:00,155.5750,155.6100,155.5000,155.5100,5666
2018-02-02 15:54:00,155.5800,155.6300,155.5600,155.6000,10894
2018-02-02 15:53:00,155.5800,155.6000,155.5600,155.5700,3516
2018-02-02 15:52:00,155.6000,155.6000,155.4600,155.5400,4963
2018-02-02 15:51:00,155.6800,155.7100,155.6100,155.6100,5542
2018-02-02 15:50:00,155.6800,155.6800,155.6000,155.6200,6861
2018-02-02 15:49:00,155.6800,155.7050,155.5600,155.6400,6199
2018-02-02 15:48:00,155.7350,155.7450,155.6700,155.6700,5014
2018-02-02 15:47:00,155.6000,155.7700,155.6000,155.7500,4282
2018-02-02 15:46:00,155.7200,155.7200,155.6000,155.6200,9268
2018-02-02 15:45:00,155.7100,155.7800,155.5800,155.7800,6682
2018-02-02 15:44:00,155.6000,155.6800,155.5900,155.6800,3000
2018-02-02 15:43:00,155.5900,155.6800,155.5100,155.5700,5006
2018-02-02 15:42:00,155.7100,155.7400,155.5900,155.5900,6247
2018-02-02 15:41:00,155.8700,155.8700,155.6700,155.7000,3718
2018-02-02 15:40:00,155.9600,156.0100,155.9100,155.9100,4150
2018-02-02 15:39:00,155.8405,155.8800,155.7700,155.8800,3185
2018-02-02 15:38:00,155.8600,155.9300,155.8100,155.8200,3579
2018-02-02 15:37:00,155.9100,155.9600,155.8300,155.8700,3989
2018-02-02 15:36:00,155.8900,155.9300,155.8700,155.9300,1000
2018-02-02 15:35:00,155.7800,155.9100,155.7800,155.8900,1929
2018-02-02 15:34:00,155.7400,155.8000,155.7200,155.7500,5852
2018-02-02 15:33:00,155.8400,155.8400,155.7800,155.7900,1100
2018-02-02 15:32:00,155.8000,155.8000,155.6500,155.7900,7134
2018-02-02 15:31:00,155.9500,155.9500,155.7000,155.7900,4025
2018-02-02 15:30:00,155.9000,155.9900,155.8600,155.9900,3185
2018-02-02 15:29:00,155.9248,155.9600,155.8600,155.9050,1513
2018-02-02 15:28:00,156.0110,156.0400,155.9100,155.9700,3068
2018-02-02 15:27:00,156.0100,156.0100,155.8800,155.9900,3776
2018-02-02 15:26:00,155.9000,155.9700,155.9000,155.9500,700
2018-02-02 15:25:00,155.7900,155.9100,155.7900,155.9100,2601
2018-02-02 15:24:00,155.9000,155.9150,155.7200,155.7600,2910
2018-02-02 15:23:00,155.8500,155.9295,155.8500,155.9295,1368
2018-02-02 15:22:00,155.7800,155.8500,155.7600,155.8300,3450
2018-02-02 15:21:00,155.7000,155.8634,155.6900,155.8500,2070
2018-02-02 15:20:00,155.7000,155.7600,155.6800,155.6950,5570
2018-02-02 15:19:00,155.6400,155.7000,155.6250,155.6900,3238
2018-02-02 15:18:00,155.6800,155.7000,155.6000,155.6600,4830
2018-02-02 15:17:00,155.4400,155.7000,155.4300,155.7000,6195
2018-02-02 15:16:00,155.3300,155.4400,155.3300,155.4000,4654
