timestamp,open,high,low,close,volume
2018-02-02 16:00:00,96.9550,97.2000,96.7900,96.9300,111945
2018-02-02 15:59:00,96.9400,96.9900,96.8701,96.9600,44624
2018-02-02 15:58:00,97.0100,97.0100,96.9500,96.9500,31285
2018-02-02 15:57:00,97.0499,97.0499,96.9800,97.0100,23637
2018-02-02 15:56:00,97.0200,97.0500,97.0100,97.0400,21827
2018-02-02 15:55:00,97.0700,97.0800,97.0000,97.0100,11847
2018-02-02 15:54:00,97.1500,97.1750,97.0699,97.0748,17722
2018-02-02 15:53:00,97.1200,97.1700,97.1100,97.1600,16626
2018-02-02 15:52:00,97.1600,97.1850,97.1100,97.1200,15899
2018-02-02 15:51:00,97.1400,97.2000,97.1400,97.1700,20788
2018-02-02 15:50:00,97.1400,97.1500,97.0700,97.1250,14344
2018-02-02 15:49:00,97.0800,97.1700,97.0700,97.1500,20032
2018-02-02 15:48:00,97.0500,97.0800,97.0300,97.0625,15679
2018-02-02 15:47:00,97.0350,97.1000,97.0350,97.0650,18287
2018-02-02 15:46:00,97.1100,97.1400,97.0000,97.0200,33773
2018-02-02 15:45:00,96.9950,97.1100,96.9950,97.0900,7860
2018-02-02 15:44:00,96.9000,96.9750,96.8900,96.9750,4367
2018-02-02 15:43:00,96.9000,97.0000,96.8300,96.8700,8941
2018-02-02 15:42:00,96.9600,96.9700,96.8650,96.9124,11031
2018-02-02 15:41:00,97.0350,97.0500,96.8900,96.9550,12293
2018-02-02 15:40:00,97.0500,97.1188,97.0100,97.0500,13480
2018-02-02 15:39:00,96.8600,97.0500,96.8600,97.0400,12655
2018-02-02 15:38:00,96.8600,96.9200,96.8400,96.8400,10790
2018-02-02 15:37:00,96.8350,96.8500,96.7800,96.8350,14026
2018-02-02 15:36:00,96.7870,96.8300,96.7200,96.8100,4693
2018-02-02 15:35:00,96.7200,96.8200,96.6600,96.7600,11170
2018-02-02 15:34:00,96.6120,96.7200,96.5900,96.6900,4112
2018-02-02 15:33:00,96.6400,96.6800,96.5800,96.6400,11764
2018-02-02 15:32:00,96.6300,96.6600,96.5700,96.6200,7968
2018-02-02 15:31:00,96.6880,96.6900,96.5400,96.5500,5220
2018-02-02 15:30:00,96.7400,96.8200,96.6900,96.6900,11408
2018-02-02 15:29:00,96.6000,96.7600,96.6000,96.7000,2116
2018-02-02 15:28:00,96.7400,96.8300,96.6300,96.6300,7519
2018-02-02 15:27:00,96.6750,96.8100,96.6100,96.7400,15072
2018-02-02 15:26:00,96.5100,96.7500,96.5100,96.7400,22689
2018-02-02 15:25:00,96.4440,96.6100,96.4440,96.5109,8149
2018-02-02 15:24:00,96.6650,96.7100,96.3750,96.4250,14346
2018-02-02 15:23:00,96.7900,96.8300,96.5001,96.6300,8850
