timestamp,open,high,low,close,volume
2018-02-02 16:00:00,196.8600,197.0800,196.7000,196.9000,13107
2018-02-02 15:59:00,196.9600,196.9600,196.6600,196.7700,4551
2018-02-02 15:58:00,197.1400,197.1700,196.9000,196.9600,2700
2018-02-02 15:57:00,197.0450,197.1700,196.9400,197.0800,3182
2018-02-02 15:56:00,197.1300,197.3200,196.9500,196.9500,2100
2018-02-02 15:55:00,197.1050,197.2600,197.0050,197.2000,3854
2018-02-02 15:54:00,197.1250,197.1900,197.0400,197.1900,400
2018-02-02 15:53:00,197.3800,197.4500,197.1700,197.2000,1664
2018-02-02 15:52:00,197.4300,197.6900,197.4300,197.4500,1679
2018-02-02 15:51:00,197.4900,197.7400,197.4900,197.5900,875
2018-02-02 15:50:00,197.1900,197.4500,197.1800,197.4500,900
2018-02-02 15:49:00,197.4700,197.4950,197.3200,197.3800,1600
2018-02-02 15:48:00,197.7600,197.9100,197.3800,197.5150,6150
2018-02-02 15:47:00,197.6800,197.9400,197.6800,197.9400,8205
2018-02-02 15:46:00,197.6200,198.0500,197.6200,197.8800,2122
2018-02-02 15:45:00,197.4000,197.8000,197.4000,197.8000,2300
2018-02-02 15:44:00,197.1800,197.3800,197.1800,197.3750,500
2018-02-02 15:43:00,197.4500,197.5700,197.3800,197.3900,10000
2018-02-02 15:42:00,197.3850,197.4400,197.2200,197.4050,1800
2018-02-02 15:41:00,197.4500,197.4500,197.1800,197.4200,7308
2018-02-02 15:40:00,197.3400,197.4100,197.2150,197.4000,1700
2018-02-02 15:39:00,196.8600,197.3200,196.8600,197.2300,1939
2018-02-02 15:38:00,196.8600,196.8600,196.8600,196.8600,100
2018-02-02 15:37:00,196.8300,196.8300,196.8300,196.8300,100
2018-02-02 15:36:00,196.6750,196.8300,196.6750,196.8300,200
2018-02-02 15:35:00,196.6500,196.6500,196.6500,196.6500,100
2018-02-02 15:34:00,196.6000,196.6000,196.4900,196.4900,200
2018-02-02 15:33:00,196.3500,196.3500,196.3200,196.3200,200
2018-02-02 15:32:00,196.6050,196.6050,196.2400,196.3800,1993
2018-02-02 15:31:00,196.5200,196.6600,196.5200,196.6600,700
2018-02-02 15:30:00,196.7400,196.7400,196.5700,196.6600,1500
2018-02-02 15:28:00,196.7219,196.7219,196.6900,196.6900,300
2018-02-02 15:26:00,196.8700,196.8700,196.8700,196.8700,100
2018-02-02 15:25:00,196.5600,196.7900,196.5600,196.7900,600
2018-02-02 15:24:00,196.7300,196.7300,196.7300,196.7300,300
2018-02-02 15:23:00,196.4400,196.6600,196.3700,196.5300,1500
2018-02-02 15:20:00,196.6600,196.6600,196.3900,196.4600,2197
2018-02-02 15:19:00,196.6050,196.6300,196.6050,196.6300,200
2018-02-02 15:18:00,196.4700,196.4700,196.4700,196.4700,100
2018-02-02 15:17:00,196.5150,196.6300,196.4950,196.5550,1600
2018-02-02 15:16:00,196.1250,196.3600,196.1250,196.3600,400
2018-02-02 15:15:00,196.2500,196.2500,196.2500,196.2500,100
2018-02-02 15:14:00,196.2800,196.2800,196.1200,196.1200,200
2018-02-02 15:13:00,196.0877,196.3050,196.0758,196.0758,771
2018-02-02 15:12:00,195.7700,196.0400,195.7500,196.0000,1050
2018-02-02 15:11:00,195.5200,195.7200,195.5200,195.6900,597
2018-02-02 15:09:00,195.3000,195.7000,195.2900,195.5000,2000
2018-02-02 15:08:00,195.3000,195.3101,195.3000,195.3101,784
2018-02-02 15:07:00,195.5238,195.7799,195.5238,195.7799,595
2018-02-02 15:06:00,195.7600,195.7600,195.7600,195.7600,100
2018-02-02 15:04:00,196.0700,196.0700,195.9100,195.9100,2687
2018-02-02 15:02:00,196.1100,196.1100,196.1100,196.1100,100
2018-02-02 14:59:00,196.6300,196.6300,196.5600,196.6300,800
2018-02-02 14:58:00,196.2550,196.8900,196.2550,196.8900,500
2018-02-02 14:55:00,196.2000,196.2000,196.2000,196.2000,197
2018-02-02 14:53:00,196.1000,196.1000,196.1000,196.1000,100
2018-02-02 14:51:00,196.1400,196.1500,196.1400,196.1400,1100
2018-02-02 14:47:00,196.3600,196.3900,196.2700,196.3900,400
2018-02-02 14:46:00,196.5100,196.5100,196.5050,196.5050,1000
2018-02-02 14:44:00,196.5200,196.5200,196.5100,196.5100,900
2018-02-02 14:43:00,196.6900,196.6900,196.5200,196.5200,200
2018-02-02 14:40:00,196.3900,196.4450,196.3900,196.4450,500
2018-02-02 14:39:00,196.7600,196.7600,196.5300,196.5300,300
2018-02-02 14:38:00,196.9200,196.9600,196.8350,196.8700,1000
2018-02-02 14:37:00,196.7300,196.9300,196.7300,196.8200,1100
2018-02-02 14:36:00,196.8350,196.8350,196.8350,196.8350,100
2018-02-02 14:35:00,196.6393,196.8200,196.6393,196.8200,500
2018-02-02 14:34:00,196.6900,196.6900,196.6900,196.6900,100
2018-02-02 14:33:00,196.7300,196.7300,196.7100,196.7100,400
2018-02-02 14:32:00,196.5600,196.8900,196.5600,196.8900,800
2018-02-02 14:31:00,196.2400,196.3900,196.2400,196.3900,400
2018-02-02 14:30:00,196.3700,196.3700,196.1800,196.1800,400
2018-02-02 14:29:00,196.2400,196.2400,196.2400,196.2400,100
2018-02-02 14:27:00,196.5000,196.5000,196.5000,196.5000,100
2018-02-02 14:24:00,196.3400,196.3400,196.3400,196.3400,300
2018-02-02 14:21:00,196.2100,196.2500,196.1000,196.2100,600
2018-02-02 14:20:00,196.0500,196.1500,195.8810,195.8810,330
2018-02-02 14:18:00,196.3050,196.3050,196.3050,196.3050,100
2018-02-02 14:17:00,196.7400,196.7400,196.3900,196.4900,1703
2018-02-02 14:15:00,196.6700,196.6700,196.6600,196.6600,1100
2018-02-02 14:14:00,196.6458,196.6458,196.6458,196.6458,424
2018-02-02 14:13:00,196.8800,196.8800,196.7200,196.7200,1300
2018-02-02 14:12:00,197.0700,197.0700,196.6480,196.6480,1140
2018-02-02 14:11:00,197.1900,197.2000,197.1900,197.2000,300
2018-02-02 14:10:00,197.3600,197.4350,197.3000,197.3900,2423
2018-02-02 14:09:00,197.6700,197.6700,197.6700,197.6700,100
2018-02-02 14:07:00,197.4400,197.4400,197.4400,197.4400,200
2018-02-02 14:04:00,197.5600,197.5600,197.4150,197.4150,200
2018-02-02 14:03:00,197.5700,197.5700,197.5700,197.5700,200
2018-02-02 14:02:00,197.3400,197.3400,197.2200,197.2800,400
2018-02-02 14:00:00,197.5800,197.6300,197.4100,197.4100,1600
2018-02-02 13:59:00,197.6400,197.6900,197.6400,197.6900,200
2018-02-02 13:58:00,197.5100,197.5100,197.4300,197.4300,1257
2018-02-02 13:56:00,197.5300,197.5800,197.4200,197.5800,1886
2018-02-02 13:55:00,197.6900,197.7400,197.5800,197.7100,2300
2018-02-02 13:52:00,197.5500,197.5500,197.5500,197.5500,100
2018-02-02 13:51:00,197.5600,197.5600,197.5600,197.5600,100
2018-02-02 13:50:00,197.5798,197.5798,197.5229,197.5229,350
2018-02-02 13:47:00,197.7500,197.7500,197.7500,197.7500,100
2018-02-02 13:45:00,197.5800,197.5800,197.5800,197.5800,100
2018-02-02 13:44:00,197.6400,197.7000,197.3350,197.5400,1277
2018-02-02 13:43:00,197.5400,197.5400,197.4700,197.4700,2431
2018-02-02 13:42:00,197.5700,197.5700,197.5700,197.5700,200
2018-02-02 13:40:00,197.6750,197.6750,197.6650,197.6650,700
2018-02-02 13:36:00,197.6166,197.6166,197.6166,197.6166,147
2018-02-02 13:35:00,197.6503,197.6503,197.6503,197.6503,224
2018-02-02 13:34:00,197.7200,197.7200,197.7100,197.7200,1100
2018-02-02 13:32:00,197.9400,197.9400,197.7500,197.7500,2500
2018-02-02 13:31:00,198.1100,198.1100,198.1100,198.1100,100
2018-02-02 13:30:00,197.7500,198.0500,197.7500,197.8325,1500
2018-02-02 13:29:00,197.6800,197.9200,197.4900,197.9200,1200
2018-02-02 13:28:00,197.5900,197.7400,197.5900,197.7400,200
2018-02-02 13:25:00,197.3400,197.4500,197.3300,197.4500,400
2018-02-02 13:22:00,197.2100,197.2100,197.2100,197.2100,100
2018-02-02 13:17:00,197.7200,197.8700,197.7100,197.8300,600
2018-02-02 13:16:00,197.8800,197.8800,197.8800,197.8800,100
2018-02-02 13:12:00,197.7000,197.7000,197.7000,197.7000,200
2018-02-02 13:09:00,197.9600,197.9600,197.7000,197.7000,400
2018-02-02 13:07:00,197.9700,197.9700,197.9700,197.9700,100
2018-02-02 13:04:00,198.1100,198.1200,197.9500,198.1200,1300
2018-02-02 13:00:00,198.2600,198.2750,198.1100,198.1100,700
2018-02-02 12:58:00,198.4150,198.4150,198.4150,198.4150,100
2018-02-02 12:57:00,198.4200,198.4200,198.4200,198.4200,100
2018-02-02 12:56:00,198.4200,198.4200,198.4200,198.4200,300
2018-02-02 12:55:00,198.4800,198.4800,198.3800,198.4520,400
2018-02-02 12:54:00,198.3325,198.3600,198.3225,198.3600,600
2018-02-02 12:52:00,198.5150,198.5150,198.3100,198.3100,1428
2018-02-02 12:50:00,198.4000,198.6400,198.2875,198.5200,1000
2018-02-02 12:47:00,198.3000,198.3000,198.1800,198.1800,395
2018-02-02 12:45:00,198.2900,198.4300,198.2900,198.3450,500
