epoch,best,second best,third best,fourth best,fifth best
0,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
1,0.545751633986928,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
2,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
3,0.55119825708061,0.5468409586056645,0.545751633986928,0.5446623093681917,0.5446623093681917
4,0.545751633986928,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
5,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
6,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
7,0.5490196078431373,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
8,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
9,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
10,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
11,0.545751633986928,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
12,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
13,0.545751633986928,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
14,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
15,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
16,0.5631808278867102,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
17,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
18,0.545751633986928,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
19,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
20,0.545751633986928,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
21,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
22,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
23,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
24,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
25,0.545751633986928,0.545751633986928,0.5446623093681917,0.5446623093681917,0.5446623093681917
26,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
27,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
28,0.5555555555555556,0.55119825708061,0.5490196078431373,0.5446623093681917,0.5446623093681917
29,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
30,0.5468409586056645,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
31,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
32,0.545751633986928,0.5446623093681917,0.5446623093681917,0.5446623093681917,0.5446623093681917
