185419,nan,9,30
6941,0.11202389843166967,-0.15000000000000568,9,31
6383,0.11202389843166967,0.09999999999999432,9,32
3259,0.11202389843166967,0.12499999999999431,9,33
2000,0.11202389843166967,0.025,9,34
3684,-0.04482964734010929,0.09199999999999592,9,35
2705,-0.05980861244020074,0.059000000000000344,9,36
1887,-0.06732999177078135,0.030000000000003982,9,37
409,-0.05239520958083323,0.07700000000000387,9,38
1363,0.0,0.06400000000000149,9,39
4967,-0.14241810958698578,0.07699999999999818,9,40
1640,-0.11256190904998176,0.10099999999999909,9,41
1300,0.15733872780400687,0.059999999999999436,9,42
300,0.06738544474393786,0.001999999999998181,9,43
7978,-0.029958058717789126,-0.05200000000000387,9,44
1400,0.17942583732055972,-0.10500000000000115,9,45
900,-0.11226704587978238,-0.04800000000000182,9,46
8828,0.17184698147040478,-0.06500000000000057,9,47
8159,0.18644194197926764,-0.12199999999999989,9,48
3586,-0.13441863938466642,-0.07800000000000012,9,49
1400,-0.11962616822429652,-0.03499999999999659,9,50
6900,-0.037397157816014485,0.0620000000000033,9,51
982,-0.03741114852224687,0.10900000000000035,9,52
600,0.12703631744132976,0.028000000000000115,9,53
1051,0.07467144563918333,-0.04599999999999796,9,54
200,0.08952551477171333,-0.09499999999999886,9,55
400,-0.02238638907544298,-0.09399999999999693,9,56
3155,0.19363968123930833,-0.09900000000000375,9,57
4232,-0.20149253731344047,-0.03900000000000432,9,58
600,-0.0597371565113594,0.025,9,59
7582,-0.03734966758794573,0.06299999999999954,10,0
2603,0.029870808752141022,0.08500000000000228,10,1
1957,0.06716417910448015,0.0009999999999990906,10,2
2094,-0.0597371565113594,-0.012999999999999547,10,3
1601,-0.06724949562876409,0.006999999999999318,10,4
2073,-0.10471987433616187,0.06099999999999853,10,5
600,-0.05987575780254777,0.10099999999999626,10,6
2300,-0.09739286784538799,0.10999999999999943,10,7
1200,0.02247022694929304,0.08500000000000513,10,8
4101,-0.02247527719508626,0.05200000000000387,10,9
3384,0.06738039979037465,0.008000000000004092,10,10
1900,0.037419547971869006,-0.03400000000000319,10,11
1000,-0.12738853503185907,-0.002000000000001023,10,12
2200,0.02247527719508626,0.012000000000000455,10,13
5600,0.0,0.03200000000000216,10,14
200,-0.05246982984783238,0.03900000000000148,10,15
4653,-0.12007504690431264,0.046999999999997044,10,16
1600,0.18726591760299627,0.018999999999996933,10,17
3700,-0.05246196507531528,0.0009999999999962485,10,18
7373,0.0748895379315467,-0.04200000000000159,10,19
100,0.04491354143274367,-0.0710000000000008,10,20
600,-0.10490820532035579,-0.005999999999997386,10,21
457,0.04494045389858608,-0.007999999999995566,10,22
3514,0.007489514679463246,0.009999999999999433,10,23
6000,0.0149767859817147,0.0030000000000001137,10,24
600,-0.06744098913450987,-0.0030000000000001137,10,25
5300,0.08984053305383286,-0.004999999999998295,10,26
11584,0.09723261032161216,-0.038999999999995795,10,27
2700,-0.08234149262668254,-0.03500000000000227,10,28
284,-0.007486150621343692,-0.028000000000005798,10,29
450,-0.1274267296304744,0.04399999999999693,10,30
6050,-0.0224921277552865,0.08199999999999932,10,31
1721,0.08240317626789545,0.04000000000000057,10,32
933,-0.0899752568043822,0.03400000000000034,10,33
2036,0.0599475458973279,-0.006999999999999318,10,34
400,-0.022485384500075804,-0.003999999999996362,10,35
100,-0.03748969033514504,0.019000000000002615,10,36
900,-0.06752701080432429,0.025999999999999093,10,37
600,0.08995502248875903,0.023999999999995227,10,38
300,-0.19528316058285966,0.053000000000000116,10,39
5023,-0.14969046419086954,0.09980000000000189,10,40
4918,-0.11371338203178738,0.14390000000000214,10,41
5698,-0.045204550591427924,0.16900000000000262,10,42
3400,-0.0603090840557739,0.11909999999999742,10,43
